epoch,train_loss,train_acc,test_loss,test_acc,lr
1,1.6407876928710938,0.38696,1.4500496755599976,0.4893,0.012714595572654946
2,1.3377024480438233,0.51378,1.1481831157684326,0.5858,0.020530869885149627
3,1.1951889221954346,0.57012,1.0599454874038696,0.6098,0.0325057996644461
4,1.1121480454254151,0.60192,0.923579718875885,0.6667,0.04719462529446737
5,1.0594292303085326,0.62152,1.0483991037368774,0.6312,0.06282515917420206
6,1.0328610322570801,0.63232,0.9640402063369751,0.664,0.07751159783395409
7,1.0116329585647583,0.64344,1.0726879577636719,0.6193,0.08948204165755325
8,0.990999272518158,0.6486,0.8885562495231628,0.6908,0.09729227225361028
9,0.978453471031189,0.65392,1.511075841808319,0.5145,0.09999999984502866
10,0.964157954711914,0.66156,1.957087021446228,0.458,0.09990501889381957
11,0.9476342973327637,0.66534,0.9932360025405884,0.6553,0.09962092077931042
12,0.9393821926307678,0.6695,1.026452430152893,0.6611,0.09914878318296051
13,0.9256441369247437,0.67356,0.8857287434577942,0.6952,0.09849039708439214
14,0.919698056716919,0.67788,0.9771394325256347,0.6603,0.0976482599675915
15,0.9139378891754151,0.67816,0.748550477027893,0.7433,0.09662556634709638
16,0.907397458152771,0.68066,1.1162622839450835,0.6397,0.09542619565010838
17,0.9048289136886597,0.68612,0.8970954642295838,0.692,0.09405469750049675
18,0.8939185319328308,0.68674,0.78263647108078,0.7264,0.09251627446051658
19,0.8997350274276733,0.68234,0.9557582352638244,0.6721,0.0908167622957083
20,0.8862349579238892,0.69064,0.9424203658103942,0.6748,0.08896260783783996
21,0.8830707516860962,0.69236,0.7634976085662841,0.7388,0.08696084452986623
22,0.8748741523361206,0.6929,0.8736912702560424,0.6942,0.08481906574567002
23,0.871330187034607,0.6928,0.7679517499923706,0.7307,0.08254539598579454
24,0.8690748265457153,0.69386,0.8191691002845765,0.7279,0.0801484600584298
25,0.8638209342193603,0.69668,0.8153292551994323,0.7216,0.07763735036256096
26,0.8572874718856811,0.69802,0.8167430335521698,0.7203,0.0750215923973846
27,0.8534272472000122,0.7016,0.9254008940696716,0.687,0.07231110862882748
28,0.84653760597229,0.70496,0.8376543251991272,0.7119,0.0695161808502347
29,0.8385493689727783,0.7069,0.8333247051239013,0.7089,0.06664741118000563
30,0.8390978038406373,0.7056,0.7819955034255981,0.7301,0.0637156818441274
31,0.8348026654052735,0.70678,0.7748974886894227,0.744,0.060732113896164265
32,0.8266567388725281,0.70964,0.7603123087882996,0.7391,0.05770802503129217
33,0.8207754119491577,0.71328,0.7430685853481293,0.7475,0.054654886654404385
34,0.8170131562614441,0.7124,0.801633446931839,0.7243,0.05158428036514343
35,0.806130293083191,0.71844,0.6745888156414032,0.7679,0.048507854024926716
36,0.8048957804870606,0.71856,0.8043943523406982,0.73,0.04543727757261842
37,0.7924713205718994,0.72158,0.7432188555240631,0.7486,0.042384198756454126
38,0.7896454247665405,0.72312,0.7516501368522644,0.7517,0.03936019895014216
39,0.7789109262275696,0.72922,0.602682201051712,0.7935,0.03637674922074617
40,0.7692579238510132,0.7297,0.6624094529151916,0.7794,0.03344516681499856
41,0.7587339756965638,0.73506,0.6973874632835388,0.7611,0.030576572229107313
42,0.7503635606575012,0.73554,0.6391687190055847,0.779,0.027781847024904653
43,0.7341752083587646,0.74282,0.6369826040267944,0.7743,0.025071592552355918
44,0.7274090683555603,0.74472,0.6033386422157287,0.7935,0.02245608973500791
45,0.7078921680831909,0.75224,0.7116351476669311,0.7554,0.019945260070924266
46,0.697229492225647,0.75608,0.6388622167110443,0.7864,0.017548627997045128
47,0.6819405714797974,0.76062,0.5955831707000733,0.7932,0.015275284759735271
48,0.6689884314537048,0.76502,0.5380340354442597,0.8163,0.013133853928572772
49,0.6457050030899047,0.7753,0.5329797096729278,0.8154,0.011132458684195804
50,0.6303107208633423,0.7805,0.5179852200031281,0.8208,0.009278691004295994
51,0.6112886032676697,0.78648,0.46658840765953064,0.844,0.0075795828646467
52,0.5876645350837707,0.79572,0.4618567641735077,0.844,0.006041579564410146
53,0.5631782897758484,0.80428,0.4517611543893814,0.8468,0.004670515276910119
54,0.5381317113113403,0.81276,0.42391575632095335,0.8564,0.0034715909186141666
55,0.5146969183731079,0.81852,0.4077761967420578,0.8585,0.002449354420275945
56,0.49755724084854125,0.82704,0.38579595789909366,0.8699,0.0016076834750761479
57,0.47543412998199464,0.83626,0.37873179211616514,0.873,0.0009497708292040325
58,0.46036913324356077,0.84046,0.3701349321603775,0.8755,0.0004781121706775095
59,0.4467132618284225,0.84406,0.3647006329059601,0.8771,0.00019449666234368977
60,0.4424523038196564,0.8451,0.3669985247850418,0.8771,0.00010000015497134076
